metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
run_at: 2025-12-08 16:46:12,DTXCID6011865,1,Perfluorooctanoic acid,DTXSID8031865,DTXCID6011865,335-67-1,414.07,OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
target: DTXCID6011865,DTXCID6017708,1,Ammonium perfluorooctanoate,DTXSID8037708,DTXCID6017708,3825-26-1,431.101,[NH4+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
fp_id: chm_pfas,DTXCID001519579,1,2H-Perfluorononanoic acid,DTXSID001035129,DTXCID001519579,NOCAS_1035129,446.087,OC(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
fp_weight: None,DTXCID501506836,1,Cesium perfluorooctanoate,DTXSID501021921,DTXCID501506836,17125-60-9,545.967,[Cs+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
metric_name: Jaccard,DTXCID701021965,1,Chromium(3+) perfluorooctanoate (1:3),DTXSID00880581,DTXCID701021965,68141-02-6,1291.182,[Cr+3].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
filter_by: chm_pfas,DTXCID901506838,1,Cobalt perfluorooctanoate,DTXSID901021923,DTXCID901506838,35965-01-6,885.057,[Co++].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
fp_name: Chem: PFAS,DTXCID201506837,1,Lithium perfluorooctanoate,DTXSID201021922,DTXCID201506837,17125-58-5,420,[Li+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
chem_id: ID of neighbor,DTXCID501325082,1,"N,N,N-Triethylethanaminium perfluorooctanoate",DTXSID30895567,DTXCID501325082,98241-25-9,543.317,CC[N+](CC)(CC)CC.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
similarity: Similarity of target chemical to neighbor,DTXCID201325083,1,"N,N,N-Trimethyloctan-1-aminium pentadecafluorooctanoate",DTXSID90895568,DTXCID201325083,927835-01-6,585.398,CCCCCCCC[N+](C)(C)C.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
name: Name of neighbor,DTXCID201764328,1,Pentadecafluorooctanoic acid--piperazine (2/1),DTXSID50712909,DTXCID201764328,423-52-9,914.278,C1C[NH2+]CC[NH2+]1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
dsstox_sid: DSSTox Substance ID of neighbor,DTXCID80513042,1,Pentadecafluorooctanoic acid--pyridine (1/1),DTXSID70562266,DTXCID80513042,95658-47-2,493.172,C1=CC=[NH+]C=C1.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
dsstox_cid: DSSTox Chemical ID of neighbor,DTXCID801079662,1,Perfluorooctanoate,DTXSID40892486,DTXCID801079662,45285-51-6,413.063,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
casrn: CASRN of neighbor,DTXCID801022611,1,"Perfluorooctanoate N,N,N-trimethylmethanaminium",DTXSID20881358,DTXCID801022611,32609-65-7,487.209,C[N+](C)(C)C.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
mol_weight: Molecular weight of neighbor,DTXCID901507498,1,Perfluorooctanoic acid compd. with ethanamine (1:1),DTXSID001023158,DTXCID901507498,1376936-03-6,459.155,CCN.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
smiles: SMILES of neighbor,DTXCID501326123,1,Potassium pentadecafluorooctanoate--water (1/1/2),DTXSID90896631,DTXCID501326123,98065-31-7,488.19,O.O.[K+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
jaccard_chm_pfas: Similarity for Chem: PFAS,DTXCID001021633,1,Potassium perfluorooctanoate,DTXSID00880026,DTXCID001021633,2395-00-8,452.16,[K+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
fp_list: Comma separated list of FP elements.,DTXCID901021723,1,Silver(I) perfluorooctanoate,DTXSID00880127,DTXCID901021723,335-93-3,520.93,[Ag+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
fp_bitstring: FP bitstring.,DTXCID301021632,1,Sodium perfluorooctanoate,DTXSID40880025,DTXCID301021632,335-95-5,436.052,[Na+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
,DTXCID101323553,1,Tetrapropylammonium perfluorooctanoate,DTXSID00893530,DTXCID101323553,277749-00-5,599.425,CCC[N+](CCC)(CCC)CCC.[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
,DTXCID30244773,1,pentadecafluorooctanoic acid- 1-phenylpiperazine(1:1),DTXSID60293633,DTXCID30244773,1514-68-7,576.306,C1CN(CCN1)C1=CC=CC=C1.OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+121
,DTXCID401777048,0.8,2-Fluoro-2-(perfluoroheptyl)propanedioic acid,DTXSID401348285,DTXCID401777048,NOCAS_1348285,490.096,OC(=O)C(F)(C(O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8,"pfas_bond:C(=O)O_carboxylicAcid_generic_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus",1.00E+121
,DTXCID201513260,0.8,Chromium chloride-perfluorooctanoic acid complex,DTXSID001027679,DTXCID201513260,55801-89-3,675.86,[OH-].FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\O[Cr+](Cl)Cl)=[O+]\[Cr-](Cl)Cl,0.8,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID701777009,0.8,Phenyl perfluorooctanoate,DTXSID701348246,DTXCID701777009,NOCAS_1348246,490.168,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC1=CC=CC=C1,0.8,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID10714505,0.8,S-Ethyl pentadecafluorooctanethioate,DTXSID80763762,DTXCID10714505,111918-92-4,458.19,CCSC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID50713951,0.8,"[1,1'-Biphenyl]-3-yl pentadecafluorooctanoate",DTXSID40763208,DTXCID50713951,110262-36-7,566.266,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC1=CC=CC(=C1)C1=CC=CC=C1,0.8,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID50494879,0.8,bis(perfluorooctanoyl) peroxide,DTXSID40544094,DTXCID50494879,34434-27-0,826.124,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.8,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID401517456,0.666666667,1-(2-Hydroxyethyl)-1-methyl-4-(perfluoro-1-oxooctyl)piperazinium chloride (1:1),DTXSID801032450,DTXCID401517456,103555-98-2,540.292,C[N+]1(CCO)CCC(CC1)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID90729632,0.666666667,2-(Acryloyloxy)ethyl pentadecafluorooctanoate,DTXSID10778889,DTXCID90729632,14814-76-7,512.171,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCCOC(=O)C=C,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID10454919,0.666666667,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Pentadecafluorononan-2-one",DTXSID50504109,DTXCID10454919,754-85-8,412.098,CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID70518581,0.666666667,3-(Trimethoxysilyl)propyl pentadecafluorooctanoate,DTXSID20567807,DTXCID70518581,98046-77-6,576.33,CO[Si](CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OC)OC,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID801527835,0.666666667,"3-[(Perfluorobutanoyl)oxy]androsta-3,5-dien-17beta-yl perfluorooctanoate",DTXSID401045441,DTXCID801527835,49842-25-3,880.51,C[C@]12CC[C@H]3[C@@H](CC=C4C=C(CC[C@]34C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F)[C@@H]1CC[C@@H]2OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C3_excl,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID90733299,0.666666667,3-[Chloro(dimethyl)silyl]propyl pentadecafluorooctanoate,DTXSID00782556,DTXCID90733299,20120-37-0,548.75,C[Si](C)(Cl)CCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID001777472,0.666666667,"4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluoro-3-oxodecanal",DTXSID701348696,DTXCID001777472,NOCAS_1348696,440.108,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)CC=O,0.666666667,"pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:CC(=O)C_ketone_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+114
,DTXCID80331788,0.666666667,4-Vinylbenzyl perfluorooctanoate,DTXSID50380763,DTXCID80331788,230295-06-4,530.233,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC1=CC=C(C=C)C=C1,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID00733149,0.666666667,Benzyl pentadecafluorooctanoate,DTXSID10782406,DTXCID00733149,208663-34-7,504.195,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC1=CC=CC=C1,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID001325251,0.666666667,Butyl perfluorooctanoate,DTXSID20895738,DTXCID001325251,307-96-0,470.178,CCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID10331791,0.666666667,Ethenyl perfluorooctanoate,DTXSID30380766,DTXCID10331791,307-93-7,440.108,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC=C,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID6038297,0.666666667,Ethyl perfluorooctanoate,DTXSID5062849,DTXCID6038297,3108-24-5,442.124,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID501527155,0.666666667,"Methyl (2E,6E)-11-methoxy-3,7,11-trimethyl-10-(perfluorooctanoyloxy)dodeca-2,6-dienoate",DTXSID701045226,DTXCID501527155,75517-07-6,694.478,COC(=O)\C=C(/C)CC\C=C(/C)CCC(OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(C)(C)OC,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID9039365,0.666666667,Methyl perfluorooctanoate,DTXSID8059924,DTXCID9039365,376-27-2,428.097,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID90530326,0.666666667,Octadecyl perfluorooctanoate,DTXSID20579561,DTXCID90530326,131883-38-0,666.556,CCCCCCCCCCCCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID80748271,0.666666667,Octyl perfluorooctanoate,DTXSID40797528,DTXCID80748271,67699-49-4,526.286,CCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID20287518,0.666666667,Perfluorooctanal,DTXSID70336429,DTXCID20287518,335-60-4,398.071,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=O,0.666666667,"pfas_bond:C=O_aldehyde_alkyl_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.10E+115
,DTXCID8038693,0.666666667,Perfluorooctanoyl fluoride,DTXSID0059829,DTXCID8038693,335-66-0,416.061,FC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.666666667,"pfas_bond:C=O_acyl_halide_CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.01E+116
,DTXCID001325263,0.666666667,Prop-2-en-1-yl pentadecafluorooctanoate,DTXSID40895750,DTXCID001325263,20120-44-9,454.135,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC=C,0.666666667,"pfas_bond:C(=O)O_carboxylicEster_acyclic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+120
,DTXCID40249936,0.6,"(5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-pentadecafluoroundecane-1,3-diyl)bis(phosphonic acid)",DTXSID10298799,DTXCID40249936,23068-12-4,586.127,OP(O)(=O)CCC(CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(O)(O)=O,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID40249931,0.6,"1,1',1'',1'''-[(5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-pentadecafluoroundecane-1,3-diyl)diphosphoryl]tetraaziridine",DTXSID10298794,DTXCID40249931,23081-40-5,686.343,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(CCP(=O)(N1CC1)N1CC1)P(=O)(N1CC1)N1CC1,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID301325062,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,14,14,15,15,16,16,17,17,18,18,19,19,20,20,20-Triacontafluoro-9,12-diiodoicosane",DTXSID30895547,DTXCID301325062,25474-72-0,1074.061,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID501324777,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodododecane",DTXSID20895258,DTXCID501324777,25431-48-5,566.093,CCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
,DTXCID501324860,0.6,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-9-iodononadecane",DTXSID70895344,DTXCID501324860,25431-52-1,664.282,CCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.6,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+35
