metadata,chem_id,similarity,name,dsstox_sid,dsstox_cid,casrn,mol_weight,smiles,jaccard_chm_pfas,fp_list,fp_bitstring
,DTXCID501517673,0.357142857,Perfluorohexylperfluorododecyl phosphinic acid,DTXSID901032665,DTXCID501517673,1240600-41-2,1002.117,OP(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.357142857,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:P=O_phosphorus_oxo_CF,pfas_bond:PC_phosphorus_organo_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C12_plus,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C9_plus",1.00E+118
,DTXCID501326173,0.333333333,"(1Z)-1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Nonadecafluoro-1-iododec-1-ene",DTXSID00896682,DTXCID501326173,56184-40-8,607.984,F\C(I)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:X[notF]_CFX_generic,pfas_bond:X[notF]_CFX_I,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.10E+69
,DTXCID501519643,0.333333333,(3E)-Perfluoropent-3-ene-1-sulfonic acid,DTXSID401035202,DTXCID501519643,NOCAS_1035202,312.11,OS(=O)(=O)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID001325120,0.333333333,(4-Cyclohexylphenyl)(diphenyl)sulfanium nonafluorobutane-1-sulfonate,DTXSID50895605,DTXCID001325120,425670-64-0,644.61,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.C1CCC(CC1)C1=CC=C(C=C1)[S+](C1=CC=CC=C1)C1=CC=CC=C1,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID701519956,0.333333333,(7E)‐Pentacosafluorotridec‐7‐ene‐1‐sulfonic acid,DTXSID101035641,DTXCID701519956,NOCAS_1035641,712.17,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C5_excl,pfas_chain:perF-linear_nocap_C6_excl",1.00E+118
,DTXCID801519797,0.333333333,(7E)‐nonadecafluorodec‐7‐ene‐1‐sulfonic acid,DTXSID901035419,DTXCID801519797,NOCAS_1035419,562.14,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C2_excl,pfas_chain:perF-linear_nocap_C6_excl",1.00E+118
,DTXCID301519704,0.333333333,(7E)‐tricosafluorododec‐7‐ene‐1‐sulfonic acid,DTXSID401035288,DTXCID301519704,NOCAS_1035288,662.16,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C4_excl,pfas_chain:perF-linear_nocap_C6_excl",1.00E+118
,DTXCID001517292,0.333333333,(E)-Perfluorohept-5-ene-1-sulfonic acid,DTXSID101032285,DTXCID001517292,NOCAS_1032285,412.12,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C4_excl",1.00E+118
,DTXCID701517293,0.333333333,(E)-Perfluorohex-4-ene-1-sulfonic acid,DTXSID801032286,DTXCID701517293,NOCAS_1032286,362.11,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C3_excl",1.00E+118
,DTXCID301517291,0.333333333,(E)-Perfluoronon-7-ene-1-sulfonic acid,DTXSID401032284,DTXCID301517291,NOCAS_1032284,512.14,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C6_excl",1.00E+118
,DTXCID401517294,0.333333333,(E)-Perfluorooct-6-ene-1-sulfonic acid,DTXSID201032288,DTXCID401517294,NOCAS_1032288,462.13,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_CF,pfas_chain:alkeneLinear_mono-ene_ethylene_generic_F,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C5_excl",1.00E+118
,DTXCID501011706,0.333333333,(Perfluorohexyl)ethyl (perfluorooctyl)ethyl hydrogen phosphate,DTXSID20873415,DTXCID501011706,943913-15-3,890.192,OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:FT_n2_OP,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.01E+50
,DTXCID201764728,0.333333333,(Perfluorooctyl)ethyl bis((perfluorohexyl)ethyl) phosphate,DTXSID401335066,DTXCID201764728,1578186-53-4,1236.283,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_chain:FT_n2_hetero,pfas_chain:FT_n2_O,pfas_chain:FT_n2_OP,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_excl_mod,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.01E+50
,DTXCID50477263,0.333333333,"1,1,1,2,2,3,3,4,4,5,5,6,6,7,7-Pentadecafluoro-7-isocyanatoheptane",DTXSID60526458,DTXCID50477263,335-91-1,411.07,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)N=C=O,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+118
,DTXCID701529438,0.333333333,"1,1,2,2,3,3,4,5,5,6,6,6-dodecafluoro-4-(trifluoromethyl)hexane-1-sulfonic acid",DTXSID601047817,DTXCID701529438,NOCAS_1047817,450.12,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-branch_CF2C(CF)(CF2),pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_cap_C2_excl,pfas_chain:perF-linear_nocap_C3_excl",1.00E+118
,DTXCID201837878,0.333333333,"1,1,2,2,3,3,6,6-Octafluoro-6-iodo-hexane-1-sulfonic acid",DTXSID601358163,DTXCID201837878,NOCAS_1358163,436.05,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)CCC(F)(F)I,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_bond:X[notF]_CFX_generic,pfas_bond:X[notF]_CFX_I,pfas_chain:perF-linear_nocap_C1_excl,pfas_chain:perF-linear_nocap_C3_excl",1.00E+118
,DTXCID001519955,0.333333333,"1,1,2,2,3,3‐Hexafluoro‐3‐(trifluoromethoxy)propane‐1‐ sulfonic acid",DTXSID701035637,DTXCID001519955,NOCAS_1035637,316.09,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C3_excl",1.00E+118
,DTXCID10505394,0.333333333,"1,1,2,2-Tetrafluoro-2-(2,2,2-trifluoroethoxy)ethane-1-sulfonic acid",DTXSID20554611,DTXCID10505394,113507-78-1,280.11,OS(=O)(=O)C(F)(F)C(F)(F)OCC(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID201478367,0.333333333,"1,1,2,2-Tetrafluoro-2-(undecafluorocyclohexyl)ethane-1-sulfonic acid",DTXSID201020605,DTXCID201478367,646-81-1,462.13,OS(=O)(=O)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:alkaneCyclic_hexyl_C6_F,pfas_chain:perF-branch_CF2C(CF)(CF2),pfas_chain:perF-linear_nocap_C2_excl,pfas_ring:generic_CF",1.00E+118
,DTXCID001784124,0.333333333,"1,1,2,2-tetrafluoro-2-(heptafluoropropoxy)ethane-1-sulfonic acid",DTXSID201355036,DTXCID001784124,NOCAS_1355036,366.1,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C3_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID001837260,0.333333333,"1,1,2,2-tetrafluoro-2-[(undecafluoropentyl)oxy]ethane-1-sulfonic acid",DTXSID701357487,DTXCID001837260,NOCAS_1357487,466.12,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C5_excl,pfas_chain:perF-linear_nocap_C2_excl",1.00E+118
,DTXCID901510831,0.333333333,"1,1,2-Trifluoro-2-(1,1,2,2,2-pentafluoroethoxy)ethanesulfonic acid",DTXSID601026681,DTXCID901510831,905363-44-2,298.1,OS(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C2_excl,pfas_chain:perF-linear_nocap_C1_excl",1.00E+118
,DTXCID701333869,0.333333333,"1,1,2-Trifluoro-2-(heptafluoropropoxy)ethane-1-sulfonic acid",DTXSID40904755,DTXCID701333869,935443-55-3,348.11,OS(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C3_excl,pfas_chain:perF-linear_nocap_C1_excl",1.00E+118
,DTXCID401784126,0.333333333,"1,1,2-trifluoro-2-(nonafluorobutoxy)ethane-1-sulfonic acid",DTXSID601355038,DTXCID401784126,NOCAS_1355038,398.12,OS(=O)(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:COC_ether_aliphatic_FCOCF,pfas_bond:COC_ether_FCOC,pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl,pfas_chain:perF-linear_nocap_C1_excl",1.00E+118
,DTXCID20707746,0.333333333,"1,2,2,2-Tetrafluoroethane-1-sulfonic acid--pyridine (1/1)",DTXSID00757002,DTXCID20707746,91145-99-2,261.19,C1=CC=NC=C1.OS(=O)(=O)C(F)C(F)(F)F,0.333333333,"pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl",1.00E+89
,DTXCID601507320,0.333333333,"1,3-Propanedisulfonic acid, 1,1,2,2,3,3-hexafluoro-, lithium salt (1:2)",DTXSID801022835,DTXCID601507320,156000-47-4,324.02,[Li+].[Li+].[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_nocap_C3_excl",1.00E+118
,DTXCID701325121,0.333333333,1-(1-Methyl-1H-indol-3-yl)thiolan-1-ium nonafluorobutane-1-sulfonate,DTXSID10895606,DTXCID701325121,867373-18-0,517.42,CN1C=C([S+]2CCCC2)C2=CC=CC=C12.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID10102246,0.333333333,"1-(2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl)pyridinium trifluoromethanesulfonate",DTXSID50179755,DTXCID10102246,25061-59-0,611.25,[O-]S(=O)(=O)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[N+]1=CC=CC=C1,0.333333333,"pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:FT_n1_hetero,pfas_chain:FT_n1_N,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_cap_C1_excl,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C7_excl_mod",1.00E+82
,DTXCID301478491,0.333333333,1-(4-Butoxynaphthyl)tetrahydrothiophenium perfluorobutanesulfonate,DTXSID20883034,DTXCID301478491,209482-18-8,586.53,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCCOC1=CC=C([S+]2CCCC2)C2=CC=CC=C12,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID3026560,0.333333333,1-Bromoheptadecafluorooctane,DTXSID5046560,DTXCID3026560,423-55-2,498.965,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.333333333,"pfas_bond:X[notF]_CFCX_Br,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Br,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.01E+75
,DTXCID601517826,0.333333333,1-Butylpyridinium perfluoro-1-butanesulfonate,DTXSID101032809,DTXCID601517826,334529-64-5,435.3,CCCC[N+]1=CC=CC=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID301520953,0.333333333,1-Chloro-perfluoroheptane-1-sulfonic acid,DTXSID501036865,DTXCID301520953,NOCAS_1036865,466.57,OS(=O)(=O)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_bond:X[notF]_CFCX_Cl,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Cl,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_cap_C6_plus",1.00E+89
,DTXCID50107215,0.333333333,1-Chloroheptadecafluorooctane,DTXSID10184724,DTXCID50107215,307-33-5,454.51,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl,0.333333333,"pfas_bond:X[notF]_CFCX_Cl,pfas_bond:X[notF]_CFCX_generic,pfas_bond:X[notF]_CFX_Cl,pfas_bond:X[notF]_CFX_generic,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.10E+74
,DTXCID401325122,0.333333333,1-Ethyl-3-methylpyridin-1-ium nonafluorobutane-1-sulfonate,DTXSID70895607,DTXCID401325122,1015420-87-7,421.28,CC[N+]1=CC=CC(C)=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID101517821,0.333333333,1-Hexadecylpyridinium perfluoro-1-butanesulfonate,DTXSID601032804,DTXCID101517821,334529-62-3,603.63,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID501326797,0.333333333,1-Methyl-3-octyl-1H-imidazolium perfluorobutanesulfonate,DTXSID40897456,DTXCID501326797,905972-83-0,496.43,CCCCCCCCN1C[NH+](C)C=C1.[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:C~Z_CF2CF2-Z,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C4_excl",1.00E+118
,DTXCID60330956,0.333333333,"1H,1H-Perfluorononylamine",DTXSID50379930,DTXCID60330956,355-47-5,449.111,NCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_bond:CN_amine_aliphatic_generic_CF,pfas_bond:CN_amine_pri-NH2_alkyl_CF,pfas_chain:FT_n1_hetero,pfas_chain:FT_n1_N,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.10E+110
,DTXCID301020896,0.333333333,1H-Perfluoroethanesulfonic acid,DTXSID101032328,DTXCID301020896,20705-83-3,182.09,OS(=O)(=O)C(F)C(F)(F)F,0.333333333,"pfas_bond:OZ_oxide_hydroxy_CF,pfas_bond:S(=O)O_sulfonicAcid_acyclic_(chain)_SCF,pfas_bond:S=O_sulfonyl_generic_CF,pfas_chain:perF-linear_cap_C1_excl",1.00E+89
,DTXCID20286925,0.333333333,1H-Perfluorononane,DTXSID70335836,DTXCID20286925,375-94-0,470.077,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.333333333,"pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_C9_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod,pfas_chain:perF-linear_cap_C9_excl_mod,pfas_chain:perF-linear_cap_C9_plus,pfas_chain:polyF_cap_CHF2CF",1.11E+35
,DTXCID701569820,0.333333333,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-1-(1-piperidinyl)-1-nonanone",DTXSID401138193,DTXCID701569820,344280-98-4,531.213,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N1CCCCC1,0.333333333,"pfas_bond:C(=O)N_carboxamide_(NR2)_C(=O)CF,pfas_bond:C(=O)N_carboxamide_generic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:NC=O_aminocarbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.10E+124
,DTXCID401325689,0.333333333,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-Heptadecafluoro-N,N-diphenylnonanamide",DTXSID90896196,DTXCID401325689,157584-47-9,615.29,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,0.333333333,"pfas_bond:C(=O)N_carboxamide_(NR2)_C(=O)CF,pfas_bond:C(=O)N_carboxamide_generic_C(=O)CF,pfas_bond:C=O_carbonyl_generic_CF,pfas_bond:NC=O_aminocarbonyl_generic_CF,pfas_chain:perF-linear_C7_plus,pfas_chain:perF-linear_C8_plus,pfas_chain:perF-linear_cap_C6_plus,pfas_chain:perF-linear_cap_C8_excl_mod",1.10E+124
